city,comments,name,prices,quality_price,rating,services,stars,url
Riviera Nayarit,28 opiniones,"Lola Hotel Sayulita, Nayarit",,ui_bubble_rating bubble_35,3.5,"Estacionamiento público pagado cercano,Internet de alta velocidad gratuito (WiFi),Comedor al aire libre,Playa,Patio,Libros, DVD, música para niños,Se admiten mascotas ( Se aceptan perros / mascotas ),Terraza en la azotea,Servicio de limpieza,Estante para la ropa,Baños privados,Máquina de café/té,Kitchenette,Horno,Refrigerador,Ducha a ras de suelo,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d5953401-Reviews-Lola_Hotel_Sayulita-Sayulita_Pacific_Coast.html
Riviera Nayarit,141 opiniones,"Petit Hotel d'Hafa, Sayulita, Nayarit",,ui_bubble_rating bubble_45,4.0,"Wifi,Bar/Salón,Se admiten mascotas ( Se aceptan perros / mascotas ),Terraza en la azotea,Tienda de regalos,Hotel para no fumadores,Muebles de exterior,Aire acondicionado,Escritorio,Servicio de limpieza,Balcón privado,Caja fuerte,Refrigerador,Bañera/Ducha,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d1389683-Reviews-Petit_Hotel_d_Hafa-Sayulita_Pacific_Coast.html
Riviera Maya,2 opiniones,Hotel MT Tulum,,,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23585265-Reviews-Hotel_MT_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,9 opiniones,Mio Tulum Hotel Boutique Alojamiento,,,2.5,,2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17514974-Reviews-Mio_Tulum_Hotel_Boutique-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Hotel MX Tulum,,,1.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23978631-Reviews-Hotel_MX_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,8 opiniones,"Hostal Cha Cha Cha, Tulum",,ui_bubble_rating bubble_30,3.0,"Estacionamiento en la calle,Internet de alta velocidad gratuito (WiFi),Bar/Salón,Alquiler de bicicletas,Esnórquel,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Aire acondicionado,Kitchenette,Microondas,Refrigerador,Utensilios de cocina,Bañera/Ducha",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d12440003-Reviews-Hostal_Cha_Cha_Cha-Tulum_Yucatan_Peninsula.html
Riviera Maya,11 opiniones,Suites Tulum,"$2,934,$2,934,$2,934",ui_bubble_rating bubble_30,3.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Restaurante,Kitchenette",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d19732578-Reviews-Suites_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Standard Rooms by GuruHotel, Tulum",,,2.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Se admiten mascotas ( Se aceptan perros / mascotas ),Aire acondicionado,Refrigerador,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d16801156-Reviews-Standard_Rooms-Tulum_Yucatan_Peninsula.html
Riviera Nayarit,169 opiniones,"Villas Vista Suites, Sayulita, Nayarit",,ui_bubble_rating bubble_30,3.5,"Estacionamiento público gratuito cercano,Estacionamiento en la calle,Internet de alta velocidad gratuito (WiFi),Piscina,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Conserje,Check-in y check-out privado,Aire acondicionado,Baño adicional,Servicio de limpieza,Plancha,Máquina de café/té,Kitchenette,Microondas,Productos de tocador de cortesía,Habitaciones para no fumadores,Suites,Habitaciones para familias",2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g445056-d1748137-Reviews-Villas_Vista_Suites-Sayulita_Pacific_Coast.html
Riviera Maya,9 opiniones,"Casa Babel Hostal especializado, Tulum",,,2.5,"Internet de alta velocidad gratuito (WiFi),Piscina al aire libre,Desayuno gratis,Alquiler de bicicletas,Almacenamiento de equipaje,Red para mosquitos,Servicio de lavandería,Aire acondicionado,Estante para la ropa",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13220924-Reviews-Casa_Babel-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Casa Selva de Luz Complejo turístico especializado, Tulum",,,2.0,,3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d18456575-Reviews-Casa_Selva_de_Luz-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Etnica Tulum Residences Hotel,,,1.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21409258-Reviews-Etnica_Tulum_Residences-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,SACBE Tulum Alojamiento,,,2.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17537180-Reviews-SACBE_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Yaakunah Tulum Home Villa vacacional,,,1.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15849230-Reviews-Yaakunah_Tulum_Home-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,Sexy Villas Tulum,,,1.0,"Estacionamiento gratis,Estacionamiento vigilado,Internet de alta velocidad gratuito (WiFi),Piscina,Bar/Salón,Transporte al aeropuerto,Solo para adultos,Hotel para no fumadores,Aire acondicionado,Servicio de limpieza,Caja fuerte,Sala de estar,Máquina de café/té,Microondas,Bañera/Ducha,Secador de pelo",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d12863306-Reviews-Sexy_Villas_Tulum-Tulum_Yucatan_Peninsula.html
Sisal,,"Hotel Coco's Beach, Sisal",,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d20225228-Reviews-Hotel_Coco_s_Beach-Sisal_Yucatan_Peninsula.html
Sisal,,"Club de Patos, Sisal",,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d23431026-Reviews-Club_de_Patos-Sisal_Yucatan_Peninsula.html
Sisal,,Casa Balam Hostel Sisal,,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d17725994-Reviews-Casa_Balam_Hostel_Sisal-Sisal_Yucatan_Peninsula.html
Sisal,,"Manny`s Place B & B, Sisal",,,,"Red para mosquitos,Caja fuerte,Bañera/Ducha,Productos de tocador de cortesía",,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d13002867-Reviews-Manny_s_Place-Sisal_Yucatan_Peninsula.html
Sisal,,"Kinich Bungalows Alojamiento, Sisal",,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d16748462-Reviews-Kinich_Bungalows-Sisal_Yucatan_Peninsula.html
Sisal,,Hotel El Faro Sisal,,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d23514704-Reviews-Hotel_El_Faro_Sisal-Sisal_Yucatan_Peninsula.html
Sisal,,"Casa Balam Hostel, Sisal",,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d23543633-Reviews-Casa_Balam_Hostel-Sisal_Yucatan_Peninsula.html
Riviera Maya,,"Mateo's B&B Hotel, Tulum",,,,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21029007-Reviews-Mateo_s_B_B-Tulum_Yucatan_Peninsula.html
Riviera Maya,64 opiniones,"Quintana Roo National Park Cabins, Tulum",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet gratuito,Piscina,Bar/Salón,Alquiler de bicicletas,Excursionismo,Los niños se alojan gratis,Se admiten mascotas ( Se aceptan perros / mascotas ),Comedor,Servicio de limpieza,Sala de estar,Comedor separado,Plancha,Máquina de café/té,Microondas,Bañera/Ducha,Habitaciones para familias",2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d5563958-Reviews-Quintana_Roo_National_Park_Cabins-Tulum_Yucatan_Peninsula.html
Riviera Maya,170 opiniones,"Central Park Apartamento, Tulum",,ui_bubble_rating bubble_40,4.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Actividades infantiles (Ideal para niños / familias),Spa,Almacenamiento de equipaje,Aire acondicionado,Servicio de limpieza,Caja fuerte,Sala de estar,Kitchenette,Microondas,TV pantalla plana,Bañera/Ducha,Habitaciones para no fumadores",4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d12274879-Reviews-Central_Park-Tulum_Yucatan_Peninsula.html
Riviera Maya,,Motel Mandala Tulum Hotel,,,,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Conserje,Aire acondicionado,Servicio a la habitación",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15604592-Reviews-Motel_Mandala_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,226 opiniones,Tita Tulum - Hotel Ecológico,,ui_bubble_rating bubble_40,4.5,"Estacionamiento gratis,Internet gratuito,Toallas para la piscina/playa,Bar/Salón,Playa,Juegos de mesa/Rompecabezas,Actividades infantiles (Ideal para niños / familias),Red para mosquitos,Playa privada,Servicio de limpieza,Caja fuerte,Bañera/Ducha,Vista al mar,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d554803-Reviews-Tita_Tulum_Hotel_Ecologico-Tulum_Yucatan_Peninsula.html
Riviera Maya,200 opiniones,Jungle Keva Tulum Villa Lodges & Venue Hotel especializado,,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Clases de yoga,Café instantáneo gratis,Alquiler de bicicletas,Bicicletas disponibles,Transporte al aeropuerto,Batas de baño,Aire acondicionado,Escritorio,Comedor,Servicio de limpieza,Máquina de café/té,Microondas,Ducha a ras de suelo,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15694518-Reviews-Jungle_Keva_Tulum_Villa_Lodges_Venue-Tulum_Yucatan_Peninsula.html
Riviera Maya,62 opiniones,"Life Source Retreats Complejo turístico especializado, Tulum",,ui_bubble_rating bubble_50,5.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Playa,Guardería,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Transporte al aeropuerto,Aire acondicionado,Servicio a la habitación,Refrigerador,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d7816740-Reviews-Life_Source_Retreats-Tulum_Yucatan_Peninsula.html
Riviera Maya,289 opiniones,"Playa Mambo Posada, Tulum",,ui_bubble_rating bubble_40,4.5,"Estacionamiento gratis,Internet gratuito,Internet,Desayuno gratis,Bar/Salón,Playa,Hotel para no fumadores,Servicio de lavandería,Vista al mar,Habitaciones para no fumadores",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d1060623-Reviews-Playa_Mambo-Tulum_Yucatan_Peninsula.html
Riviera Maya,80 opiniones,"Yoga Adventures Worldwide, Tulum",,ui_bubble_rating bubble_45,5.0,"Desayuno disponible,Happy Hour,Playa,Navegación,Transporte al aeropuerto,Spa,Cambio de divisas,Servicio de lavandería,Aire acondicionado,Playa privada,Comedor,Chimenea,Servicio de limpieza,Caja fuerte,Botellas de agua,Baños privados,Habitaciones para no fumadores,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d6109587-Reviews-Yoga_Adventures_Worldwide-Tulum_Yucatan_Peninsula.html
Riviera Maya,168 opiniones,"Posada Los Mapaches Hostal, Tulum",,ui_bubble_rating bubble_45,4.5,"Internet de alta velocidad gratuito (WiFi),Wifi,Desayuno gratis,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d930940-Reviews-Posada_Los_Mapaches-Tulum_Yucatan_Peninsula.html
Riviera Maya,712 opiniones,"Posada Margherita, Tulum",,ui_bubble_rating bubble_45,4.5,"Estacionamiento,Internet de alta velocidad gratuito (WiFi),Wifi,Bar/Salón,Playa,Actividades infantiles (Ideal para niños / familias),Spa,Hotel para no fumadores,Playa privada,Vista al mar,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d555620-Reviews-Posada_Margherita-Tulum_Yucatan_Peninsula.html
Riviera Maya,126 opiniones,"Chill Inn Hostal, Tulum",,ui_bubble_rating bubble_50,4.5,"Estacionamiento en la calle,Internet de alta velocidad gratuito (WiFi),Wifi,Desayuno gratis,Aire acondicionado,Estante para la ropa,Máquina de café/té,Microondas,Refrigerador,Cocina,Utensilios de cocina,Habitaciones para no fumadores",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d7986542-Reviews-Chill_Inn_Hostal-Tulum_Yucatan_Peninsula.html
Sisal,2 opiniones,Hotel La Casona de Sisal Posada,,ui_bubble_rating bubble_20,3.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d23541532-Reviews-Hotel_La_Casona_de_Sisal-Sisal_Yucatan_Peninsula.html
Riviera Maya,255 opiniones,"El Jardín de Frida Hostal, Tulum",,ui_bubble_rating bubble_45,4.5,"Estacionamiento en la calle,Internet de alta velocidad gratuito (WiFi),Piscina al aire libre,Juegos de mesa/Rompecabezas,Los niños se alojan gratis,Cadenas de televisión para niños,Se admiten mascotas ( Se aceptan perros / mascotas ),Alquiler de autos,Cortinas blackout,Habitaciones insonorizadas,Aire acondicionado,Escritorio,Servicio de limpieza,Balcón privado,TV pantalla plana,Sofá cama,Vista a la piscina,Habitaciones para no fumadores,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d2191925-Reviews-El_Jardin-Tulum_Yucatan_Peninsula.html
Sisal,1 opinión,Hotel El Faro Sisal Apartamento,,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d23956092-Reviews-Hotel_El_Faro_Sisal-Sisal_Yucatan_Peninsula.html
Sisal,2 opiniones,Finca Viejo Sisal,,,4.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d3214272-Reviews-Finca_Viejo_Sisal-Sisal_Yucatan_Peninsula.html
Sisal,2 opiniones,"Mon´s Place, Sisal",,,5.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d11979091-Reviews-Mon_s_Place-Sisal_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Hotel Casa Guadalupe Alojamiento, Tulum",,ui_bubble_rating bubble_30,2.5,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Piscina,Transporte al aeropuerto,Servicio de traslado en autobús,Kitchenette",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d22956001-Reviews-Hotel_Casa_Guadalupe-Tulum_Yucatan_Peninsula.html
Sisal,3 opiniones,Hotel La Casona De Sisal,,,4.5,"Internet gratuito,Piscina al aire libre,Toallas para la piscina/playa,Restaurante,Terraza en la azotea,Sombrillas,Aire acondicionado,Escritorio,Servicio de limpieza,Baños privados,TV por cable/satélite,Bañera/Ducha,Productos de tocador de cortesía,Vista al mar,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g2550231-d23540777-Reviews-Hotel_La_casona_de_Sisal-Sisal_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Sukha by Moskito Hotel especializado, Tulum",,,2.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d21409009-Reviews-Sukha_by_Moskito-Tulum_Yucatan_Peninsula.html
Riviera Maya,13 opiniones,"Casa Kopal, Tulum",,ui_bubble_rating bubble_25,3.0,"Estacionamiento público gratuito cercano,Estacionamiento en la calle,Internet de alta velocidad gratuito (WiFi),Happy Hour,Excursionismo,Actividades infantiles (Ideal para niños / familias),Se admiten mascotas ( Se aceptan perros / mascotas ),Almacenamiento de equipaje,Aire acondicionado,Servicio de limpieza,Instalaciones de habitación VIP",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13529760-Reviews-Casa_Kopal-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,"The Safe House Casa de campo, Tulum",,ui_bubble_rating bubble_10,2.5,"Estacionamiento gratis,Bar/Salón,Restaurante,Actividades infantiles (Ideal para niños / familias)",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d14176756-Reviews-The_Safe_House-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Kaab Boho Alojamiento, Tulum",,,2.5,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d23238712-Reviews-Kaab_Boho-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Playa las palmas, Tulum",,,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d16646970-Reviews-Playa_las_palmas-Tulum_Yucatan_Peninsula.html
Riviera Maya,10 opiniones,"Hotel El Cedro, Tulum",,,3.0,Actividades infantiles (Ideal para niños / familias),2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d7397983-Reviews-Hotel_El_Cedro-Tulum_Yucatan_Peninsula.html
Riviera Maya,3 opiniones,"Amor Rooms, Tulum",,,3.0,Bar/Salón,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d16710324-Reviews-Amor_Rooms-Tulum_Yucatan_Peninsula.html
Riviera Maya,1 opinión,"Sonrisa Caribeña B & B, Tulum",,,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13546888-Reviews-Sonrisa_Caribena-Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Gramercy Tulum Hotel, Tulum Beach",,,3.0,,4.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g23240074-d23238980-Reviews-Gramercy_Tulum-Tulum_Beach_Tulum_Yucatan_Peninsula.html
Riviera Maya,2 opiniones,"Mandala Hostel, Tulum",,,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d15239844-Reviews-Mandala_Hostel-Tulum_Yucatan_Peninsula.html
Riviera Maya,4 opiniones,"Villas Hunan Hill, Tulum",,ui_bubble_rating bubble_10,3.0,,,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d20236958-Reviews-Villas_Hunan_Hill-Tulum_Yucatan_Peninsula.html
Riviera Maya,60 opiniones,"OYO Hotel Addy, Tulum",,ui_bubble_rating bubble_40,3.0,"Internet de alta velocidad gratuito (WiFi),Wifi,Bar/Salón,Restaurante,Aire acondicionado,Servicio a la habitación,Habitaciones para familias",3.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d1315606-Reviews-OYO_Hotel_Addy-Tulum_Yucatan_Peninsula.html
Riviera Maya,25 opiniones,Hidden Treehouse Tulum Hotel,,ui_bubble_rating bubble_25,3.0,"Internet de alta velocidad gratuito (WiFi),Bañera de hidromasaje,Playa,Alquiler de bicicletas,Servicio de traslado en autobús,Solo para adultos,Seguridad las 24 horas,Check-in y check-out exprés,Cortinas blackout,Aire acondicionado,Servicio de limpieza,Balcón privado,Caja fuerte,Camas extralargas,Bañera/Ducha,Productos de tocador de cortesía,Vista a un lugar de interés,Habitaciones para no fumadores,Suites",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d9460807-Reviews-Hidden_Treehouse_Tulum-Tulum_Yucatan_Peninsula.html
Riviera Maya,23 opiniones,Acuario Tulum Hotel,,ui_bubble_rating bubble_25,2.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Wifi,Restaurante,Centro de negocios con acceso a Internet,Servicio a la habitación,Habitaciones para familias",2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d157020-Reviews-Acuario_Tulum_Hotel-Tulum_Yucatan_Peninsula.html
Riviera Maya,26 opiniones,"Casa Cenote Resort, Tulum",,ui_bubble_rating bubble_25,3.0,"Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Desayuno gratis,Playa,Canotaje,Actividades infantiles (Ideal para niños / familias),Spa,Aire acondicionado,Servicio de limpieza,Caja fuerte,Botellas de agua,Minibar,Refrigerador,Bañera/Ducha,Productos de tocador de cortesía",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d9716310-Reviews-Casa_Cenote-Tulum_Yucatan_Peninsula.html
Riviera Maya,20 opiniones,"Hotel Luna Maya, Tulum",,ui_bubble_rating bubble_35,3.0,"Internet de alta velocidad gratuito (WiFi),Wifi público,Desayuno gratis,Actividades infantiles (Ideal para niños / familias),Transporte al aeropuerto,Servicio de traslado en autobús,Hotel para no fumadores,Aire acondicionado,Servicio de limpieza,Habitaciones para no fumadores,Habitaciones para familias",2.0 de 5 burbujas,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d13563630-Reviews-Hotel_Luna_Maya-Tulum_Yucatan_Peninsula.html
Riviera Maya,21 opiniones,"Ruta Del Sol Hotel, Tulum","$699,$699,$699",,2.5,"Internet de alta velocidad gratuito (WiFi),Bar/Salón,Alquiler de bicicletas,Se admiten mascotas ( Se aceptan perros / mascotas ),Terraza en la azotea,Seguridad las 24 horas,Check-in las 24 horas,Recepción disponible las 24 horas,Habitación libre de alérgenos,Aire acondicionado,Escritorio,Servicio de limpieza,Habitaciones interconectadas disponibles,Balcón privado,Sala de estar separada,Guardarropa/Ropero,Vista a la ciudad,Vista a un lugar de interés,Habitaciones para no fumadores,Suites,Habitaciones para familias",,https://www.tripadvisor.com.mx/Hotel_Review-g150813-d17708219-Reviews-Ruta_Del_Sol-Tulum_Yucatan_Peninsula.html
